coc_id,year,field_id,class,manual_value,auto_value,source_page,reason
GA-502,2024,2a_5_5_coverage,B_percent,74.32,0.9458,41,manual=74.32/auto=94.58
GA-502,2024,2a_5_6_non_vsp,B_integer,166.0,0,41,manual=166/auto=0
GA-502,2024,2a_5_6_hmis,B_integer,166.0,0,41,manual=166/auto=0
GA-502,2024,2a_5_6_coverage,B_percent,100.0,0.0,41,manual=100.0/auto=0.0
GA-502,2024,3a_1,A_categorical,Yes,No,51,manual='Yes'/auto='No'
GA-502,2024,3a_2,A_categorical,Yes,No,51,manual='Yes'/auto='No'
GA-502,2024,4a_1,A_categorical,Yes,No,54,manual='Yes'/auto='No'
GA-504,2024,1d_10a_1_years,B_integer,3.0,,,auto_blank
GA-504,2024,1d_10a_1_unsheltered,B_integer,Empty,,,auto_blank
GA-504,2024,1d_10a_2_years,B_integer,Empty,,,auto_blank
GA-504,2024,1d_10a_2_unsheltered,B_integer,Empty,,,auto_blank
GA-504,2024,1d_10a_3_years,B_integer,Empty,,,auto_blank
GA-504,2024,1d_10a_3_unsheltered,B_integer,Empty,,,auto_blank
GA-504,2024,1d_10a_4_years,B_integer,Empty,,,auto_blank
GA-504,2024,1d_10a_4_unsheltered,B_integer,Empty,,,auto_blank
GA-504,2024,2a_5_1_non_vsp,B_integer,Empty,,,auto_blank
GA-504,2024,2a_5_1_vsp,B_integer,Empty,,,auto_blank
GA-504,2024,2a_5_1_hmis,B_integer,Empty,,,auto_blank
GA-504,2024,2a_5_1_coverage,B_percent,Empty,,,auto_blank
GA-504,2024,2a_5_2_non_vsp,B_integer,Empty,,,auto_blank
GA-504,2024,2a_5_2_vsp,B_integer,Empty,,,auto_blank
GA-504,2024,2a_5_2_hmis,B_integer,Empty,,,auto_blank
GA-504,2024,2a_5_2_coverage,B_percent,Empty,,,auto_blank
GA-504,2024,2a_5_3_non_vsp,B_integer,Empty,,,auto_blank
GA-504,2024,2a_5_3_vsp,B_integer,Empty,,,auto_blank
GA-504,2024,2a_5_3_hmis,B_integer,Empty,,,auto_blank
GA-504,2024,2a_5_3_coverage,B_percent,Empty,,,auto_blank
GA-504,2024,2a_5_4_non_vsp,B_integer,Empty,,,auto_blank
GA-504,2024,2a_5_4_vsp,B_integer,Empty,,,auto_blank
GA-504,2024,2a_5_4_hmis,B_integer,Empty,,,auto_blank
GA-504,2024,2a_5_4_coverage,B_percent,Empty,,,auto_blank
GA-504,2024,2a_5_5_non_vsp,B_integer,Empty,,,auto_blank
GA-504,2024,2a_5_5_vsp,B_integer,Empty,,,auto_blank
GA-504,2024,2a_5_5_hmis,B_integer,Empty,,,auto_blank
GA-504,2024,2a_5_5_coverage,B_percent,Empty,,,auto_blank
GA-504,2024,2a_5_6_non_vsp,B_integer,Empty,,,auto_blank
GA-504,2024,2a_5_6_vsp,B_integer,Empty,,,auto_blank
GA-504,2024,2a_5_6_hmis,B_integer,Empty,,,auto_blank
GA-504,2024,2a_5_6_coverage,B_percent,Empty,,,auto_blank
GA-505,2024,1c_1_16,A_categorical,Nonexsistent,Nonexistent,9,manual='Nonexsistent'/auto='Nonexistent'
GA-506,2024,1c_1_16,A_categorical,Nonexsistent,Nonexistent,9,manual='Nonexsistent'/auto='Nonexistent'
GU-500,2024,1d_4_3_policymakers,A_categorical,Empty,,,auto_blank
GU-500,2024,1d_4_3_prevent_crim,A_categorical,Empty,,,auto_blank
IA-500,2024,1a_1b,C_label,"-Sioux City/Dakota, Woodbury Counties CoC","Sioux City/Dakota, Woodbury Counties CoC",2,"manual='-sioux city/dakota, woodbury counties coc'/auto='sioux city/dakota, woodbury counties coc'"
IA-500,2024,1c_1_8,A_categorical,v,Yes,8,manual='v'/auto='Yes'
IA-502,2024,2a_5_3_non_vsp,B_integer,190.0,192,48,manual=190/auto=192
ID-500,2024,1b_1_17_meetings,A_categorical,Yes,,,auto_blank
ID-500,2024,1b_1_17_voted,A_categorical,No,,,auto_blank
ID-500,2024,1b_1_17_ces,A_categorical,No,,,auto_blank
ID-500,2024,1b_1_18_meetings,A_categorical,Yes,,,auto_blank
ID-500,2024,1b_1_18_voted,A_categorical,No,,,auto_blank
ID-500,2024,1b_1_18_ces,A_categorical,No,,,auto_blank
ID-500,2024,1b_1_19_meetings,A_categorical,Yes,,,auto_blank
ID-500,2024,1b_1_19_voted,A_categorical,Yes,,,auto_blank
ID-500,2024,1b_1_19_ces,A_categorical,Yes,,,auto_blank
ID-500,2024,1b_1_20_meetings,A_categorical,Yes,,,auto_blank
ID-500,2024,1b_1_20_voted,A_categorical,Yes,,,auto_blank
ID-500,2024,1b_1_20_ces,A_categorical,Yes,,,auto_blank
ID-500,2024,1b_1_21_meetings,A_categorical,Yes,,,auto_blank
ID-500,2024,1b_1_21_voted,A_categorical,Yes,,,auto_blank
ID-500,2024,1b_1_21_ces,A_categorical,Yes,,,auto_blank
ID-500,2024,1b_1_22_meetings,A_categorical,Yes,,,auto_blank
ID-500,2024,1b_1_22_voted,A_categorical,Yes,,,auto_blank
ID-500,2024,1b_1_22_ces,A_categorical,Yes,,,auto_blank
ID-500,2024,1b_1_23_meetings,A_categorical,Yes,,,auto_blank
ID-500,2024,1b_1_23_voted,A_categorical,Yes,,,auto_blank
ID-500,2024,1b_1_23_ces,A_categorical,Yes,,,auto_blank
ID-500,2024,1b_1_24_meetings,A_categorical,Yes,,,auto_blank
ID-500,2024,1b_1_24_voted,A_categorical,Yes,,,auto_blank
ID-500,2024,1b_1_24_ces,A_categorical,Yes,,,auto_blank
ID-500,2024,1b_1_25_meetings,A_categorical,Yes,,,auto_blank
ID-500,2024,1b_1_25_voted,A_categorical,No,,,auto_blank
ID-500,2024,1b_1_25_ces,A_categorical,No,,,auto_blank
ID-500,2024,1b_1_26_meetings,A_categorical,Yes,,,auto_blank
ID-500,2024,1b_1_26_voted,A_categorical,Yes,,,auto_blank
ID-500,2024,1b_1_26_ces,A_categorical,Yes,,,auto_blank
ID-500,2024,1b_1_27_meetings,A_categorical,Yes,,,auto_blank
ID-500,2024,1b_1_27_voted,A_categorical,Yes,,,auto_blank
ID-500,2024,1b_1_27_ces,A_categorical,Yes,,,auto_blank
ID-500,2024,1b_1_28_meetings,A_categorical,No,,,auto_blank
ID-500,2024,1b_1_28_voted,A_categorical,No,,,auto_blank
ID-500,2024,1b_1_28_ces,A_categorical,No,,,auto_blank
ID-500,2024,1b_1_29_meetings,A_categorical,Yes,,,auto_blank
ID-500,2024,1b_1_29_voted,A_categorical,No,,,auto_blank
ID-500,2024,1b_1_29_ces,A_categorical,No,,,auto_blank
ID-500,2024,1b_1_30_meetings,A_categorical,Yes,,,auto_blank
ID-500,2024,1b_1_30_voted,A_categorical,No,,,auto_blank
ID-500,2024,1b_1_30_ces,A_categorical,No,,,auto_blank
ID-500,2024,1b_1_31_meetings,A_categorical,Yes,,,auto_blank
ID-500,2024,1b_1_31_voted,A_categorical,Yes,,,auto_blank
ID-500,2024,1b_1_31_ces,A_categorical,Yes,,,auto_blank
ID-500,2024,1b_1_32_meetings,A_categorical,Yes,,,auto_blank
ID-500,2024,1b_1_32_voted,A_categorical,Yes,,,auto_blank
ID-500,2024,1b_1_32_ces,A_categorical,Yes,,,auto_blank
ID-500,2024,1b_1_33_meetings,A_categorical,Yes,,,auto_blank
ID-500,2024,1b_1_33_voted,A_categorical,Yes,,,auto_blank
ID-500,2024,1b_1_33_ces,A_categorical,Yes,,,auto_blank
ID-500,2024,1c_1_1,A_categorical,Yes,,,auto_blank
ID-500,2024,1c_1_2,A_categorical,Yes,,,auto_blank
ID-500,2024,1c_1_3,A_categorical,Yes,,,auto_blank
ID-500,2024,1c_1_4,A_categorical,Yes,,,auto_blank
ID-500,2024,1c_1_5,A_categorical,Yes,,,auto_blank
ID-500,2024,1c_1_6,A_categorical,Yes,,,auto_blank
ID-500,2024,1c_1_7,A_categorical,Yes,,,auto_blank
ID-500,2024,1c_1_8,A_categorical,Yes,,,auto_blank
ID-500,2024,1c_1_9,A_categorical,Yes,,,auto_blank
ID-500,2024,1c_1_10,A_categorical,Nonexistent,,,auto_blank
ID-500,2024,1c_1_11,A_categorical,No,,,auto_blank
ID-500,2024,1c_1_12,A_categorical,Yes,,,auto_blank
ID-500,2024,1c_1_13,A_categorical,Yes,,,auto_blank
ID-500,2024,1c_1_14,A_categorical,Yes,,,auto_blank
ID-500,2024,1c_1_15,A_categorical,Yes,,,auto_blank
ID-500,2024,1c_1_16,A_categorical,Yes,,,auto_blank
ID-500,2024,1c_1_17,A_categorical,Yes,,,auto_blank
ID-500,2024,2a_5_1_coverage,B_percent,0.9445,0.9145,44,manual=94.45/auto=91.45
IL-501,2024,1c_3_1,A_categorical,Yes,No,10,manual='Yes'/auto='No'
IL-501,2024,2a_5_1_hmis,B_integer,36.0,361,43,manual=36/auto=361
IL-501,2024,2a_6,A_categorical,Yes,,,auto_blank
IL-503,2024,1b_1_28_meetings,A_categorical,Yes,No,4,manual='Yes'/auto='No'
IL-503,2024,1b_1_29_meetings,A_categorical,No,Nonexistent,4,manual='No'/auto='Nonexistent'
IL-503,2024,1b_1_29_voted,A_categorical,Nonexistent,No,4,manual='Nonexistent'/auto='No'
IL-503,2024,1b_1_30_meetings,A_categorical,No,Nonexistent,4,manual='No'/auto='Nonexistent'
IL-503,2024,1b_1_30_voted,A_categorical,Nonexistent,No,4,manual='Nonexistent'/auto='No'
IL-503,2024,1b_1_31_meetings,A_categorical,No,Yes,4,manual='No'/auto='Yes'
IL-506,2024,1c_1_1,A_categorical,Yes,No,56,manual='Yes'/auto='No'
IL-506,2024,1c_1_2,A_categorical,No,Yes,56,manual='No'/auto='Yes'
IL-506,2024,1c_1_7,A_categorical,No,Yes,29,manual='No'/auto='Yes'
IL-506,2024,1c_1_10,A_categorical,Nonexistent,Yes,30,manual='Nonexistent'/auto='Yes'
IL-506,2024,1c_2_1,A_categorical,Yes,,,auto_blank
IL-506,2024,1c_2_2,A_categorical,Yes,,,auto_blank
IL-506,2024,1c_2_3,A_categorical,Yes,,,auto_blank
IL-506,2024,1c_2_4,A_categorical,Yes,,,auto_blank
IL-506,2024,1c_3_1,A_categorical,Yes,,,auto_blank
IL-506,2024,1c_3_2,A_categorical,No,,,auto_blank
IL-506,2024,1c_3_3,A_categorical,Yes,,,auto_blank
IL-506,2024,1c_3_4,A_categorical,No,,,auto_blank
IL-506,2024,1c_3_5,A_categorical,No,,,auto_blank
IL-506,2024,2a_5_1_coverage,B_percent,25.0,2.5,44,manual=25.0/auto=2.5
IL-506,2024,2a_5_3_non_vsp,B_integer,76.0,75,44,manual=76/auto=75
IL-506,2024,2a_5_4_coverage,B_percent,18.33,1.83,44,manual=18.33/auto=1.83
IL-506,2024,2a_5_5_coverage,B_percent,285.0,2.85,44,manual=285.0/auto=2.85
IL-506,2024,1c_4_1,A_categorical,Yes,No,56,manual='Yes'/auto='No'
IL-507,2024,2a_5_1_non_vsp,B_integer,452.0,,,auto_blank
IL-507,2024,2a_5_1_vsp,B_integer,47.0,,,auto_blank
IL-507,2024,2a_5_1_hmis,B_integer,252.0,,,auto_blank
IL-507,2024,2a_5_1_coverage,B_percent,empty,,,auto_blank
IL-507,2024,2a_5_2_non_vsp,B_integer,0.0,,,auto_blank
IL-507,2024,2a_5_2_vsp,B_integer,0.0,,,auto_blank
IL-507,2024,2a_5_2_hmis,B_integer,0.0,,,auto_blank
IL-507,2024,2a_5_2_coverage,B_percent,empty,,,auto_blank
IL-507,2024,2a_5_3_non_vsp,B_integer,38.0,,,auto_blank
IL-507,2024,2a_5_3_vsp,B_integer,0.0,,,auto_blank
IL-507,2024,2a_5_3_hmis,B_integer,0.0,,,auto_blank
IL-507,2024,2a_5_3_coverage,B_percent,empty,,,auto_blank
IL-507,2024,2a_5_4_non_vsp,B_integer,49.0,,,auto_blank
IL-507,2024,2a_5_4_vsp,B_integer,4.0,,,auto_blank
IL-507,2024,2a_5_4_hmis,B_integer,36.0,,,auto_blank
IL-507,2024,2a_5_4_coverage,B_percent,empty,,,auto_blank
IL-507,2024,2a_5_5_non_vsp,B_integer,370.0,,,auto_blank
IL-507,2024,2a_5_5_vsp,B_integer,23.0,,,auto_blank
IL-507,2024,2a_5_5_hmis,B_integer,347.0,,,auto_blank
IL-507,2024,2a_5_5_coverage,B_percent,empty,,,auto_blank
IL-507,2024,2a_5_6_non_vsp,B_integer,38.0,,,auto_blank
IL-507,2024,2a_5_6_vsp,B_integer,0.0,,,auto_blank
IL-507,2024,2a_5_6_hmis,B_integer,0.0,,,auto_blank
IL-507,2024,2a_5_6_coverage,B_percent,empty,,,auto_blank
IL-508,2024,1a_1b,C_label,"East St. Louis, Belleville/ St. Clair County CoC","East St. Louis, Belleville/St. Clair County CoC",2,"manual='east st. louis, belleville/ st. clair county coc'/auto='east st. louis, belleville/st. clair county coc'"
IL-508,2024,2a_5_3_hmis,B_integer,27.0,127,49,manual=27/auto=127
IL-510,2024,1c_4c_3_mou,A_categorical,No,Yes,12,manual='No'/auto='Yes'
IL-510,2024,1c_7c_6,A_categorical,Yes,No,23,manual='Yes'/auto='No'
IL-511,2024,1a_4,C_label,Alliance to End Homelessness in Suburban Cook County,Alliance to End Homelessness in Suburban Cook Co,2,manual='alliance to end homelessness in suburban cook county'/auto='alliance to end homelessness in suburban cook co'
IL-511,2024,1b_1_11_ces,A_categorical,,Yes,3,manual_blank
IL-511,2024,1b_1_12_meetings,A_categorical,,Yes,3,manual_blank
IL-511,2024,1b_1_12_voted,A_categorical,,Yes,3,manual_blank
IL-511,2024,1b_1_12_ces,A_categorical,,Yes,3,manual_blank
IL-511,2024,1b_1_13_meetings,A_categorical,,Yes,3,manual_blank
IL-511,2024,1b_1_13_voted,A_categorical,,No,3,manual_blank
IL-511,2024,1b_1_13_ces,A_categorical,,Yes,3,manual_blank
IL-511,2024,1b_1_14_meetings,A_categorical,,Yes,3,manual_blank
IL-511,2024,1b_1_14_voted,A_categorical,,Yes,3,manual_blank
IL-511,2024,1b_1_14_ces,A_categorical,,Yes,3,manual_blank
IL-511,2024,1b_1_15_meetings,A_categorical,,Yes,3,manual_blank
IL-511,2024,1b_1_15_voted,A_categorical,,Yes,3,manual_blank
IL-511,2024,1b_1_15_ces,A_categorical,,Yes,3,manual_blank
IL-511,2024,1b_1_16_meetings,A_categorical,,Yes,3,manual_blank
IL-511,2024,1b_1_16_voted,A_categorical,,Yes,3,manual_blank
IL-511,2024,1b_1_16_ces,A_categorical,,Yes,3,manual_blank
IL-511,2024,1b_1_17_meetings,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_17_voted,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_17_ces,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_18_meetings,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_18_voted,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_18_ces,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_19_meetings,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_19_voted,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_19_ces,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_20_meetings,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_20_voted,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_20_ces,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_21_meetings,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_21_voted,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_21_ces,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_22_meetings,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_22_voted,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_22_ces,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_23_meetings,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_23_voted,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_23_ces,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_24_meetings,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_24_voted,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_24_ces,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_25_meetings,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_25_voted,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_25_ces,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_26_meetings,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_26_voted,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_26_ces,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_27_meetings,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_27_voted,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_27_ces,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_28_meetings,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_28_voted,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_28_ces,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_29_meetings,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_29_voted,A_categorical,,No,4,manual_blank
IL-511,2024,1b_1_29_ces,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_30_meetings,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_30_voted,A_categorical,,No,4,manual_blank
IL-511,2024,1b_1_30_ces,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_31_meetings,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_31_voted,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_31_ces,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_32_meetings,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_32_voted,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_32_ces,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_33_meetings,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_33_voted,A_categorical,,Yes,4,manual_blank
IL-511,2024,1b_1_33_ces,A_categorical, ,Yes,4,manual=None/auto='Yes'
IL-511,2024,1c_1_1,A_categorical,,Yes,9,manual_blank
IL-511,2024,1c_1_2,A_categorical,,Yes,9,manual_blank
IL-511,2024,1c_1_3,A_categorical,,Yes,9,manual_blank
IL-511,2024,1c_1_4,A_categorical,,Yes,9,manual_blank
IL-511,2024,1c_1_5,A_categorical,,Yes,9,manual_blank
IL-511,2024,1c_1_6,A_categorical,,Yes,9,manual_blank
IL-511,2024,1c_1_7,A_categorical,,Yes,9,manual_blank
IL-511,2024,1c_1_8,A_categorical,,Yes,9,manual_blank
IL-511,2024,1c_1_9,A_categorical,,Yes,9,manual_blank
IL-511,2024,1c_1_10,A_categorical,,Nonexistent,9,manual_blank
IL-511,2024,1c_1_11,A_categorical,,Yes,9,manual_blank
IL-511,2024,1c_1_12,A_categorical,,Yes,9,manual_blank
IL-511,2024,1c_1_13,A_categorical,,Yes,9,manual_blank
IL-511,2024,1c_1_14,A_categorical,,Yes,9,manual_blank
IL-511,2024,1c_1_15,A_categorical,,Yes,9,manual_blank
IL-511,2024,1c_1_16,A_categorical,,Yes,9,manual_blank
IL-511,2024,1c_1_17,A_categorical,,Yes,9,manual_blank
IL-511,2024,1c_2_1,A_categorical,,Yes,10,manual_blank
IL-511,2024,1c_2_2,A_categorical,,Yes,10,manual_blank
IL-511,2024,1c_2_3,A_categorical,,Yes,10,manual_blank
IL-511,2024,1c_2_4,A_categorical,,Yes,10,manual_blank
IL-511,2024,1c_3_1,A_categorical,,Yes,10,manual_blank
IL-511,2024,1c_3_2,A_categorical,,Yes,10,manual_blank
IL-511,2024,1c_3_3,A_categorical,,Yes,10,manual_blank
IL-511,2024,1c_3_4,A_categorical,,Yes,10,manual_blank
IL-511,2024,1c_3_5,A_categorical,,No,10,manual_blank
IL-511,2024,1d_1_1,A_categorical,,Yes,23,manual_blank
IL-511,2024,1d_1_2,A_categorical,,Yes,23,manual_blank
IL-511,2024,1d_1_3,A_categorical,,Yes,23,manual_blank
IL-511,2024,1d_1_4,A_categorical,,Yes,23,manual_blank
IL-511,2024,1d_2_1,B_integer,,38.0,23,manual_blank
IL-511,2024,1d_2_2,B_integer,,38.0,23,manual_blank
IL-511,2024,1d_2_3,B_percent,,1.0,23,manual_blank
IL-511,2024,1d_4_1_policymakers,A_categorical,,Yes,25,manual_blank
IL-511,2024,1d_4_1_prevent_crim,A_categorical,,Yes,25,manual_blank
IL-511,2024,1d_4_2_policymakers,A_categorical,,Yes,25,manual_blank
IL-511,2024,1d_4_2_prevent_crim,A_categorical,,Yes,25,manual_blank
IL-511,2024,1d_4_3_policymakers,A_categorical,,Yes,26,manual_blank
IL-511,2024,1d_4_3_prevent_crim,A_categorical,,Yes,26,manual_blank
IL-511,2024,1d_6_1,A_categorical,,Yes,26,manual_blank
IL-511,2024,1d_6_2,A_categorical,,Yes,26,manual_blank
IL-511,2024,1d_6_3,A_categorical,,Yes,26,manual_blank
IL-511,2024,1d_6_4,A_categorical,,Yes,26,manual_blank
IL-511,2024,1d_6_5,A_categorical,,Yes,26,manual_blank
IL-511,2024,1d_6_6,A_categorical,,Yes,26,manual_blank
IL-511,2024,1d_9b_1,A_categorical,,No,33,manual_blank
IL-511,2024,1d_9b_2,A_categorical,,Yes,33,manual_blank
IL-511,2024,1d_9b_3,A_categorical,,Yes,33,manual_blank
IL-511,2024,1d_9b_4,A_categorical,,Yes,34,manual_blank
IL-511,2024,1d_9b_5,A_categorical,,Yes,34,manual_blank
IL-511,2024,1d_9b_6,A_categorical,,Yes,34,manual_blank
IL-511,2024,1d_9b_7,A_categorical,,Yes,34,manual_blank
IL-511,2024,1d_9b_8,A_categorical,,Yes,34,manual_blank
IL-511,2024,1d_9b_9,A_categorical,,Yes,34,manual_blank
IL-511,2024,1d_9b_10,A_categorical,,Yes,34,manual_blank
IL-511,2024,1d_9b_11,A_categorical,,Yes,34,manual_blank
IL-511,2024,1c_4c_1_mou,A_categorical,,Yes,12,manual_blank
IL-511,2024,1c_4c_1_oth,A_categorical,,No,12,manual_blank
IL-511,2024,1c_4c_2_mou,A_categorical,,No,12,manual_blank
IL-511,2024,1c_4c_2_oth,A_categorical,,No,12,manual_blank
IL-511,2024,1c_4c_3_mou,A_categorical,,Yes,12,manual_blank
IL-511,2024,1c_4c_3_oth,A_categorical,,No,12,manual_blank
IL-511,2024,1c_4c_4_mou,A_categorical,,Yes,12,manual_blank
IL-511,2024,1c_4c_4_oth,A_categorical,,No,12,manual_blank
IL-511,2024,1c_4c_5_mou,A_categorical,,Yes,12,manual_blank
IL-511,2024,1c_4c_5_oth,A_categorical,,No,12,manual_blank
IL-511,2024,1c_4c_6_mou,A_categorical,,Yes,12,manual_blank
IL-511,2024,1c_4c_6_oth,A_categorical,,No,12,manual_blank
IL-511,2024,1c_4c_7_mou,A_categorical,,No,12,manual_blank
IL-511,2024,1c_4c_7_oth,A_categorical,,No,12,manual_blank
IL-511,2024,1c_4c_8_mou,A_categorical,,Yes,12,manual_blank
IL-511,2024,1c_4c_8_oth,A_categorical,,No,12,manual_blank
IL-511,2024,1c_4c_9_mou,A_categorical,,No,12,manual_blank
IL-511,2024,1c_4c_9_oth,A_categorical,,No,12,manual_blank
IL-511,2024,1c_5c_1_proj,A_categorical,,Yes,15,manual_blank
IL-511,2024,1c_5c_1_ces,A_categorical,,Yes,15,manual_blank
IL-511,2024,1c_5c_2_proj,A_categorical,,Yes,15,manual_blank
IL-511,2024,1c_5c_2_ces,A_categorical,,Yes,15,manual_blank
IL-511,2024,1c_5c_3_proj,A_categorical,,Yes,15,manual_blank
IL-511,2024,1c_5c_3_ces,A_categorical,,Yes,15,manual_blank
IL-511,2024,1c_5c_4_proj,A_categorical,,Yes,15,manual_blank
IL-511,2024,1c_5c_4_ces,A_categorical,,Yes,15,manual_blank
IL-511,2024,1c_5c_5_proj,A_categorical,,Yes,15,manual_blank
IL-511,2024,1c_5c_5_ces,A_categorical,,Yes,15,manual_blank
IL-511,2024,1c_5c_6_proj,A_categorical,,Yes,15,manual_blank
IL-511,2024,1c_5c_6_ces,A_categorical,,Yes,15,manual_blank
IL-511,2024,1c_7c_1,A_categorical,,Yes,21,manual_blank
IL-511,2024,1c_7c_2,A_categorical,,Yes,21,manual_blank
IL-511,2024,1c_7c_3,A_categorical,,Yes,21,manual_blank
IL-511,2024,1c_7c_4,A_categorical,,Yes,21,manual_blank
IL-511,2024,1c_7c_5,A_categorical,,Yes,21,manual_blank
IL-511,2024,1c_7c_6,A_categorical,,No,21,manual_blank
IL-511,2024,1c_7c_7,A_categorical,,Yes,21,manual_blank
IL-511,2024,1d_10a_1_years,B_integer,,32,37,manual_blank
IL-511,2024,1d_10a_1_unsheltered,B_integer,,0,37,manual_blank
IL-511,2024,1d_10a_2_years,B_integer,,32,37,manual_blank
IL-511,2024,1d_10a_2_unsheltered,B_integer,,5,37,manual_blank
IL-511,2024,1d_10a_3_years,B_integer,,12,37,manual_blank
IL-511,2024,1d_10a_3_unsheltered,B_integer,,0,37,manual_blank
IL-511,2024,1d_10a_4_years,B_integer,,11,37,manual_blank
IL-511,2024,1d_10a_4_unsheltered,B_integer,,0,37,manual_blank
IL-511,2024,2a_5_1_non_vsp,B_integer,,626,48,manual_blank
IL-511,2024,2a_5_1_vsp,B_integer,,175,48,manual_blank
IL-511,2024,2a_5_1_hmis,B_integer,,801,48,manual_blank
IL-511,2024,2a_5_1_coverage,B_percent,,1.0,48,manual_blank
IL-511,2024,2a_5_2_non_vsp,B_integer,,29,48,manual_blank
IL-511,2024,2a_5_2_vsp,B_integer,,0,48,manual_blank
IL-511,2024,2a_5_2_hmis,B_integer,,29,48,manual_blank
IL-511,2024,2a_5_2_coverage,B_percent,,1.0,48,manual_blank
IL-511,2024,2a_5_3_non_vsp,B_integer,,181,48,manual_blank
IL-511,2024,2a_5_3_vsp,B_integer,,191,48,manual_blank
IL-511,2024,2a_5_3_hmis,B_integer,,372,48,manual_blank
IL-511,2024,2a_5_3_coverage,B_percent,,1.0,48,manual_blank
IL-511,2024,2a_5_4_non_vsp,B_integer,,352,48,manual_blank
IL-511,2024,2a_5_4_vsp,B_integer,,147,48,manual_blank
IL-511,2024,2a_5_4_hmis,B_integer,,499,48,manual_blank
IL-511,2024,2a_5_4_coverage,B_percent,,1.0,48,manual_blank
IL-511,2024,2a_5_5_non_vsp,B_integer,,1609,48,manual_blank
IL-511,2024,2a_5_5_vsp,B_integer,,42,48,manual_blank
IL-511,2024,2a_5_5_hmis,B_integer,,1629,48,manual_blank
IL-511,2024,2a_5_5_coverage,B_percent,,0.9867,48,manual_blank
IL-511,2024,2a_5_6_non_vsp,B_integer,,536,49,manual_blank
IL-511,2024,2a_5_6_vsp,B_integer,,0,49,manual_blank
IL-511,2024,2a_5_6_hmis,B_integer,,536,49,manual_blank
IL-511,2024,2a_5_6_coverage,B_percent,,1.0,49,manual_blank
IL-511,2024,1c_4_1,A_categorical,,Yes,10,manual_blank
IL-511,2024,1c_4_2,A_categorical,,Yes,10,manual_blank
IL-511,2024,1c_4_3,A_categorical,,Yes,10,manual_blank
IL-511,2024,1c_4_4,A_categorical,,Yes,10,manual_blank
IL-511,2024,1c_5_1,A_categorical,,Yes,13,manual_blank
IL-511,2024,1c_5_2,A_categorical,,Yes,13,manual_blank
IL-511,2024,1c_5_3,A_categorical,,Yes,13,manual_blank
IL-511,2024,1d_9_1,A_categorical,,Yes,32,manual_blank
IL-511,2024,2a_6,A_categorical,,Yes,49,manual_blank
IL-511,2024,3a_1,A_categorical,,Yes,60,manual_blank
